###FILE ALREADY PARSED###
143142.11-143927.44999999998 0 1
143927.45-144555.72 0 5
143927.45-144555.72 0 3
143927.45 0 4
144084.52 0 4
144241.59 0 4
144555.72-144712.79 0 7
144555.72-144712.79 0 1
144869.86 0 4
144869.86-145026.93 0 5
144869.86-145026.93 0 3
145026.93 0 4
145026.93-145184 0 2
145026.93-145184 0 6
145184 0 4
145184-146126.41 0 1
145184-146126.41 0 7
145498.13 0 4
145812.27 0 4
146283.47-146440.54 0 5
146283.47-146440.54 0 3
146440.54 0 4
146440.54-147068.81 0 2
146440.54-147068.81 0 6
146597.61 0 4
146754.67 0 4
147068.81-147540.01 0 7
147068.81-147540.01 0 1
147382.95 0 4
147540.02 0 4
147540.02-147697.09 0 3
147540.02-147697.09 0 5
147697.08 0 4
147697.08-148325.34999999998 0 1
147697.08-148325.34999999998 0 7
148011.22 0 4
148325.36-148953.62999999998 0 6
148325.36-148953.62999999998 0 2
148953.63 0 7
148953.63-149581.9 0 4
149110.7 0 6
149189.23 0 7
149267.76 0 5
149581.9 0 7
149581.9-150210.16999999998 0 3
149738.97 0 6
149817.5 0 7
149896.04 0 5
150210.17 0 7
150210.17-151152.58000000002 0 1
150367.24 0 6
150445.78 0 7
150524.31 0 5
150681.38 0 6
150759.91 0 7
150838.45 0 5
150995.51 0 7
151152.58 0 7
151152.58-151309.65 0 6
151309.65-151466.72 0 7
151466.72 0 1
151466.72-151780.86000000002 0 6
151623.79 0 2
151702.32 0 1
151780.85 0 3
151780.85-152409.12 0 5
152094.99 0 1
152252.06 0 2
152330.59 0 1
152409.13 0 3
152409.13-152723.27000000002 0 6
152723.26 0 1
152723.26-153351.53 0 4
152880.33 0 2
152958.86 0 1
153037.4 0 3
153115.93 0 2
153194.47 0 3
153273 0 1
153351.53 0 3
153351.53-153665.67 0 5
153430.07 0 2
153508.6 0 3
153587.14 0 2
153665.67 0 1
153665.67-153979.81000000003 0 6
153979.81 0 7
153979.81-154293.95 0 1
154136.87 0 6
154215.41 0 7
154293.94 0 5
154293.94-154922.21 0 3
154608.08 0 7
154765.15 0 6
154843.68 0 7
154922.22 0 5
154922.22-155236.36000000002 0 1
155236.35 0 7
155236.35-155550.49000000002 0 2
155393.42 0 6
155471.95 0 7
155550.49 0 5
155550.49-156224.28999999998 0 4
155710.92 0 6
155791.13 0 7
155871.34 0 5
156047.81 0 7
156224.28 0 7
156224.28-156583.56 0 3
156583.57 0 1
156583.57 0 2
156583.57-156942.85 0 6
156942.85-157661.41 0 4
157122.49 0 1
157302.13 0 2
157302.13 0 1
157661.41-157994.74 0 7
157994.74 0 1
157994.74-159296.33 0 5
158161.41 0 2
158244.74 0 1
158328.08 0 3
158411.41 0 2
158494.74 0 3
158578.08 0 1
158661.41 0 3
158740.78 0 2
158820.14 0 3
158899.51 0 2
158978.87 0 1
159137.6 0 3
159177.28 0 2
159216.97 0 3
159256.65 0 2
159296.33 0 1
159296.33 0 4
159450.97 0 2
159450.97 0 5
159528.29 0 1
159605.61 0 3
159605.61 0 6
159760.25 0 2
159760.25 0 7
159914.89 0 1
160069.53 0 2
160069.53 0 7
160146.85 0 1
160224.17 0 3
160224.17 0 6
160378.81 0 2
160378.81 0 5
160533.44 0 1
160533.44 0 6
160688.08 0 2
160688.08 0 6
160765.4 0 1
160842.72 0 3
160842.72 0 4
160997.36 0 2
160997.36 0 4
161074.68 0 1
161152 0 3
161152 0 6
161229.32 0 5
161306.64 0 1
161306.64 0 6
161461.28 0 1
161461.28 0 4
161615.92 0 2
161615.92 0 4
161770.56 0 7
161770.56 0 1
161925.2 0 6
161925.2 0 2
162002.52 0 7
162079.84 0 5
162079.84 0 3
162234.48 0 6
162234.48 0 4
162389.12 0 7
162543.75 0 6
162543.75 0 4
162621.07 0 7
162698.39 0 5
162698.39 0 3
162853.03 0 6
162853.03 0 2
163007.67 0 7
163007.67 0 3
163162.31 0 6
163162.31 0 3
163239.63 0 7
163316.95 0 5
163316.95 0 1
163394.27 0 6
163471.59 0 5
163471.59 0 1
163548.91 0 7
163626.23 0 5
163626.23 0 3
163703.55 0 6
163703.55 0 2
163780.87 0 5
163780.87 0 3
163858.19 0 6
163935.51 0 1
163935.51 0 7
164012.83 0 2
164090.14 0 1
164167.47 0 2
164244.79 0 1
164244.79 0 4
164399.42 0 2
164399.42 0 5
164476.74 0 1
164554.06 0 3
164554.06 0 6
164708.7 0 2
164708.7 0 7
164863.34 0 1
165017.98 0 2
165017.98 0 7
165095.3 0 1
165172.62 0 3
165172.62 0 6
165327.26 0 2
165327.26 0 5
165481.9 0 1
165481.9 0 6
165636.54 0 2
165636.54 0 6
165713.86 0 1
165791.18 0 3
165791.18 0 4
165945.82 0 2
165945.82 0 4
166023.14 0 1
166100.45 0 3
166100.45 0 6
166177.78 0 5
166255.09 0 1
166255.09 0 6
166409.73 0 1
166409.73 0 4
166564.37 0 2
166564.37 0 4
166719.01 0 6
166719.01 0 1
166796.33 0 7
166873.65 0 6
166873.65 0 2
166950.97 0 7
167028.29 0 5
167028.29 0 3
167182.93 0 6
167182.93 0 4
167337.57 0 7
167492.21 0 6
167492.21 0 4
167569.53 0 7
167646.85 0 5
167646.85 0 3
167801.49 0 6
167801.49 0 2
167956.13 0 7
167956.13 0 3
168110.76 0 6
168110.76 0 3
168188.08 0 7
168265.4 0 5
168265.4 0 1
168342.72 0 6
168420.04 0 5
168420.04 0 1
168497.36 0 7
168574.68 0 5
168574.68 0 3
168652 0 6
168652 0 2
168729.32 0 5
168729.32 0 3
168806.64 0 6
168883.96 0 1
168883.96 0 7
169193.24 0 6
169193.24 0 5
169193.24 0 7
169193.24 0 1
169347.88 0 2
169425.2 0 1
169502.52 0 4
169811.8 0 6
169811.8 0 1
169966.43 0 2
170043.75 0 1
170121.07 0 4
170198.39 0 3
170275.71 0 4
170353.03 0 3
170430.35 0 7
170430.35 0 4
170584.99 0 1
170662.31 0 2
170739.63 0 1
170894.27 0 6
170894.27 0 4
170971.59 0 1
171048.91 0 4
171126.23 0 1
171203.55 0 4
171242.21 0 3
171280.87 0 4
171319.53 0 3
171358.19 0 5
171358.19 0 1
171512.83 0 1
171667.47 0 7
171667.47 0 6
171667.47 0 4
171822.1 0 1
171899.42 0 2
171976.74 0 4
172131.38 0 1
172286.02 0 4
172286.02 0 6
172440.66 0 1
172595.3 0 7
172672.62 0 5
172749.94 0 7
172827.26 0 5
172865.92 0 7
172904.58 0 1
173059.22 0 1
173136.54 0 3
173213.86 0 6
173291.18 0 4
173368.5 0 6
173445.82 0 1
173523.14 0 7
173600.46 0 5
173677.77 0 7
173755.09 0 4
173832.41 0 7
173871.07 0 5
173909.73 0 7
173948.39 0 5
173987.05 0 1
174025.71 0 3
174064.37 0 1
174103.03 0 3
174141.69 0 5
174141.69 0 1
174141.69 0 4
174244.79 0 7
174296.33 0 2
174347.88 0 7
174450.97 0 5
174450.97 0 3
174554.06 0 7
174605.61 0 4
174657.16 0 7
174760.25 0 5
174863.34 0 7
174914.89 0 4
174966.43 0 7
175069.53 0 5
175069.53 0 3
175146.85 0 6
175224.17 0 7
175224.17 0 2
175301.49 0 6
175378.81 0 5
175378.81 0 3
175378.81 0 4
175533.44 0 7
175533.44 0 3
175688.08 0 7
175688.08 0 1
175842.72 0 6
175842.72 0 1
175920.04 0 7
175997.36 0 5
175997.36 0 3
176074.68 0 6
176074.68 0 2
176152 0 5
176152 0 3
176190.66 0 6
176229.32 0 5
176267.98 0 6
176306.64 0 7
176306.64 0 1
176461.28 0 7
176461.28 0 1
176538.6 0 6
176615.92 0 7
176615.92 0 4
176770.56 0 1
176847.88 0 3
176925.2 0 7
177079.84 0 2
177234.48 0 6
177389.12 0 1
177543.75 0 6
177621.07 0 4
177698.39 0 6
177775.71 0 4
177814.37 0 6
177853.03 0 2
177853.03 0 1
177930.35 0 4
178007.67 0 3
178007.67 0 2
178084.99 0 5
178162.31 0 4
178162.31 0 3
178239.63 0 6
178316.95 0 4
178316.95 0 5
178394.27 0 7
178471.59 0 2
178471.59 0 6
178574.68 0 6
178574.68 0 2
178677.77 0 6
178677.77 0 2
178780.87 0 7
178780.87 0 1
178832.41 0 5
178832.41 0 3
178883.96 0 7
178883.96 0 1
178935.51 0 5
178935.51 0 3
178987.05 0 7
178987.05 0 1
181564.37 0 4
182655.28 0 6
183200.74 0 4
183736.45 0 2
184575.61 0 1
184995.19 0 7
185414.77 0 6
187093.09 0 5
187932.25 0 3
188771.42 0 4
189610.58 0 6
190030.16 0 4
190449.74 0 2
191288.9 0 3
191708.48 0 1
192128.06 0 3
192967.22 0 5
193806.38 0 6
194645.54 0 3
195484.7 0 7
195484.7 0 5
195484.7 0 2
196323.86 0 6
196743.44 0 5
197163.02 0 4
198002.18 0 2
198421.77 0 6
198841.35 0 4
198841.35 0 3
200519.67 0 5
201358.83 0 3
202197.99 0 1
202197.99 0 4
202197.99 0 2
203037.15 0 5
203037.15 0 3
203456.73 0 6
203876.31 0 5
203876.31 0 7
204715.47 0 2
204715.47 0 5
205135.05 0 7
205135.05 0 3
205554.63 0 6
205554.63 0 4
205554.63 0 1
206393.79 0 2
206393.79 0 7
206813.37 0 4
207232.95 0 3
207232.95 0 5
208072.11 0 2
208072.11 0 6
208072.11 0 4
208911.28-210589.6 0 5
208911.28-210589.6 0 7
208911.28-210589.6 0 1
